trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.3, 'e': 0.9900498337491681}",25,4,-120.84130128147888,"{0: 9, 1: 6, 2: 4, 3: 1, 4: 1}",1
2,False,"{'a': 0.3, 'e': 0.9801986733067554}",20,4,-51.54205381931892,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
3,False,"{'a': 0.3, 'e': 0.9704455335485082}",25,0,-225.70460944374923,"{0: 7, 1: 5, 2: 9, 3: 2, 4: 2}",0
4,False,"{'a': 0.3, 'e': 0.9607894391523232}",25,0,-31.836885853388996,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
5,False,"{'a': 0.3, 'e': 0.9512294245007139}",35,1,-149.13334751540518,"{0: 24, 1: 2, 2: 5, 3: 0, 4: 3}",1
6,False,"{'a': 0.3, 'e': 0.9417645335842487}",20,0,-147.7117666950934,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
7,False,"{'a': 0.3, 'e': 0.9323938199059482}",30,0,-91.2607695365048,"{0: 19, 1: 4, 2: 5, 3: 2, 4: 0}",0
8,False,"{'a': 0.3, 'e': 0.9231163463866358}",20,0,-89.30361295497183,"{0: 11, 1: 0, 2: 8, 3: 1, 4: 0}",0
9,False,"{'a': 0.3, 'e': 0.9139311852712282}",20,0,-36.025305979718674,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
10,False,"{'a': 0.3, 'e': 0.9048374180359595}",20,2,-28.18502965540671,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 0}",1
11,False,"{'a': 0.3, 'e': 0.8958341352965282}",20,0,-82.88416048676947,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
12,False,"{'a': 0.3, 'e': 0.8869204367171575}",20,0,-45.416701177507754,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
13,False,"{'a': 0.3, 'e': 0.8780954309205614}",25,0,-291.652890584987,"{0: 11, 1: 3, 2: 3, 3: 3, 4: 5}",0
14,False,"{'a': 0.3, 'e': 0.8693582353988057}",20,0,-23.03357874423233,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
15,False,"{'a': 0.3, 'e': 0.8607079764250578}",35,15,-65.73164038850648,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",1
16,False,"{'a': 0.3, 'e': 0.8521437889662113}",20,0,-68.14231153265209,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 1}",0
17,False,"{'a': 0.3, 'e': 0.8436648165963837}",20,0,-145.67428014866474,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
18,False,"{'a': 0.3, 'e': 0.835270211411272}",30,0,-287.43515540499715,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 5}",0
19,False,"{'a': 0.3, 'e': 0.8269591339433623}",20,0,-70.60043736149026,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
20,False,"{'a': 0.3, 'e': 0.8187307530779818}",25,0,-178.2365218083652,"{0: 14, 1: 1, 2: 5, 3: 3, 4: 2}",0
21,False,"{'a': 0.3, 'e': 0.8105842459701872}",25,2,-94.59368029262693,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 1}",1
22,False,"{'a': 0.3, 'e': 0.8025187979624785}",20,0,-123.22627489790715,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
23,False,"{'a': 0.3, 'e': 0.794533602503334}",30,0,-137.36106502254333,"{0: 18, 1: 6, 2: 3, 3: 1, 4: 2}",0
24,False,"{'a': 0.3, 'e': 0.7866278610665534}",20,0,-78.11638471705646,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
25,False,"{'a': 0.3, 'e': 0.7788007830714049}",20,0,-101.87884373300311,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
26,False,"{'a': 0.3, 'e': 0.7710515858035663}",30,0,-80.17839063233728,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
27,False,"{'a': 0.3, 'e': 0.7633794943368533}",20,0,-29.95744005404464,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
28,False,"{'a': 0.3, 'e': 0.7557837414557255}",30,3,-66.63830419440579,"{0: 18, 1: 1, 2: 7, 3: 1, 4: 0}",1
29,False,"{'a': 0.3, 'e': 0.7482635675785653}",20,0,-86.02552676310222,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
30,False,"{'a': 0.3, 'e': 0.7408182206817179}",30,6,-159.92836016086005,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 3}",1
31,False,"{'a': 0.3, 'e': 0.7334469562242892}",25,0,-123.3299952547893,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
32,False,"{'a': 0.3, 'e': 0.7261490370736908}",25,0,-5.473989435119539,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
33,False,"{'a': 0.3, 'e': 0.7189237334319262}",30,0,-126.73928283424826,"{0: 21, 1: 4, 2: 2, 3: 0, 4: 3}",0
34,False,"{'a': 0.3, 'e': 0.7117703227626098}",20,5,-67.68831802965958,"{0: 9, 1: 2, 2: 1, 3: 3, 4: 0}",1
35,False,"{'a': 0.3, 'e': 0.7046880897187134}",30,13,-60.055505657169235,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 1}",1
36,False,"{'a': 0.3, 'e': 0.6976763260710311}",25,0,-167.6951282347764,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
37,False,"{'a': 0.3, 'e': 0.6907343306373547}",25,0,-73.05111328569816,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
38,False,"{'a': 0.3, 'e': 0.6838614092123559}",20,0,-12.326859889314742,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
39,False,"{'a': 0.3, 'e': 0.6770568744981647}",30,0,-259.5979514144228,"{0: 17, 1: 0, 2: 6, 3: 3, 4: 4}",0
40,False,"{'a': 0.3, 'e': 0.6703200460356393}",25,0,-140.2362512594904,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
41,False,"{'a': 0.3, 'e': 0.6636502501363193}",30,14,5.288613163897098,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
42,False,"{'a': 0.3, 'e': 0.6570468198150569}",20,0,-134.63173569607653,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
43,False,"{'a': 0.3, 'e': 0.6505090947233165}",25,4,-109.60176580433132,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 2}",1
44,False,"{'a': 0.3, 'e': 0.6440364210831414}",25,0,-138.61761132858945,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
45,False,"{'a': 0.3, 'e': 0.6376281516217732}",30,15,-57.337123192682206,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 1}",1
46,False,"{'a': 0.3, 'e': 0.631283645506926}",20,13,-35.35910362725244,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
47,False,"{'a': 0.3, 'e': 0.6250022682827008}",25,10,-60.62213967249699,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 1}",1
48,False,"{'a': 0.3, 'e': 0.6187833918061408}",20,0,-40.49953665820302,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
49,False,"{'a': 0.3, 'e': 0.6126263941844161}",25,7,-9.47937415435042,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
50,False,"{'a': 0.3, 'e': 0.6065306597126334}",25,17,-37.93433861579033,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
51,False,"{'a': 0.3, 'e': 0.6004955788122659}",20,0,-41.23689915963993,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
52,False,"{'a': 0.3, 'e': 0.5945205479701943}",20,7,-44.71905779965849,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
53,False,"{'a': 0.3, 'e': 0.5886049696783552}",35,0,-71.22513664632396,"{0: 28, 1: 1, 2: 4, 3: 1, 4: 1}",0
54,False,"{'a': 0.3, 'e': 0.5827482523739896}",20,0,2.3499209386193125,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
55,False,"{'a': 0.3, 'e': 0.5769498103804866}",25,10,-84.05431125291078,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 1}",1
56,False,"{'a': 0.3, 'e': 0.5712090638488149}",25,0,-47.2108547751038,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
57,False,"{'a': 0.3, 'e': 0.5655254386995371}",20,9,-10.658212837823514,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
58,False,"{'a': 0.3, 'e': 0.559898366565402}",20,0,-25.820009234044587,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
59,False,"{'a': 0.3, 'e': 0.554327284734507}",35,19,-16.520735785084877,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
60,False,"{'a': 0.3, 'e': 0.5488116360940265}",20,14,3.106057822932143,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.3, 'e': 0.5433508690744998}",20,0,1.462619821491891,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
62,False,"{'a': 0.3, 'e': 0.5379444375946745}",25,0,-32.23692725616572,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
63,False,"{'a': 0.3, 'e': 0.5325918010068972}",20,0,-57.91278128410217,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
64,False,"{'a': 0.3, 'e': 0.5272924240430485}",20,9,-25.484975231599716,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
65,False,"{'a': 0.3, 'e': 0.522045776761016}",20,8,-110.77332531954961,"{0: 5, 1: 2, 2: 3, 3: 0, 4: 2}",1
66,False,"{'a': 0.3, 'e': 0.5168513344916992}",20,0,-50.83236147903402,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
67,False,"{'a': 0.3, 'e': 0.5117085777865424}",30,19,-1.2897574333236679,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
68,False,"{'a': 0.3, 'e': 0.5066169923655895}",20,0,-34.48628779939793,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
69,False,"{'a': 0.3, 'e': 0.5015760690660555}",20,0,-57.08813736338497,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
70,False,"{'a': 0.3, 'e': 0.49658530379140947}",20,0,-17.59235436297922,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
71,False,"{'a': 0.3, 'e': 0.4916441974609651}",30,11,-12.431004729041495,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
72,False,"{'a': 0.3, 'e': 0.4867522559599717}",25,0,-55.57239443324937,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
73,False,"{'a': 0.3, 'e': 0.4819089900902025}",30,0,-10.338852405626211,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",0
74,False,"{'a': 0.3, 'e': 0.47711391552103444}",30,3,-17.818251816442125,"{0: 23, 1: 2, 2: 1, 3: 0, 4: 1}",1
75,False,"{'a': 0.3, 'e': 0.4723665527410147}",20,8,-56.4811108869157,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
76,False,"{'a': 0.3, 'e': 0.4676664270099093}",20,0,-30.770309771006694,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
77,False,"{'a': 0.3, 'e': 0.463013068311228}",20,6,-22.56031542674347,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
78,False,"{'a': 0.3, 'e': 0.45840601130522357}",25,20,8.257291514046026,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.3, 'e': 0.4538447952823558}",20,0,-82.49478218160354,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
80,False,"{'a': 0.3, 'e': 0.44932896411722156}",20,0,-26.27012514783787,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
81,False,"{'a': 0.3, 'e': 0.44485806622294105}",20,0,-72.21690945531194,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
82,False,"{'a': 0.3, 'e': 0.4404316545059992}",35,7,-41.41736360343104,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 1}",1
83,False,"{'a': 0.3, 'e': 0.43604928632153556}",20,0,-88.00547491979515,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
84,False,"{'a': 0.3, 'e': 0.43171052342907973}",35,15,-64.44336377919271,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
85,False,"{'a': 0.3, 'e': 0.4274149319487267}",30,0,-114.89192327202508,"{0: 23, 1: 1, 2: 2, 3: 2, 4: 2}",0
86,False,"{'a': 0.3, 'e': 0.4231620823177489}",20,0,-43.13711448918753,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
87,False,"{'a': 0.3, 'e': 0.418951549247639}",20,8,-19.495406356745587,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
88,False,"{'a': 0.3, 'e': 0.4147829116815814}",25,0,-14.087537787636757,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
89,False,"{'a': 0.3, 'e': 0.4106557527523455}",20,14,-30.79989095392142,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
90,False,"{'a': 0.3, 'e': 0.40656965974059905}",20,0,-43.314139296903264,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
91,False,"{'a': 0.3, 'e': 0.40252422403363597}",35,13,-98.67173317701952,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 2}",1
92,False,"{'a': 0.3, 'e': 0.39851904108451414}",20,11,-40.46355752203307,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
93,False,"{'a': 0.3, 'e': 0.3945537103716011}",20,0,-12.144108815170098,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
94,False,"{'a': 0.3, 'e': 0.3906278353585211}",20,6,-40.89614925846876,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
95,False,"{'a': 0.3, 'e': 0.3867410234545012}",20,10,-37.1859983534669,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 1}",1
96,False,"{'a': 0.3, 'e': 0.382892885975112}",30,12,-51.388593335002156,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
97,False,"{'a': 0.3, 'e': 0.37908303810339883}",35,11,10.858543267163904,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
98,False,"{'a': 0.3, 'e': 0.37531109885139957}",20,0,11.626193007422733,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
99,False,"{'a': 0.3, 'e': 0.3715766910220457}",20,0,-37.927982332390215,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
100,False,"{'a': 0.3, 'e': 0.36787944117144233}",30,4,-5.008920330559789,"{0: 22, 1: 3, 2: 0, 3: 1, 4: 0}",1
101,False,"{'a': 0.3, 'e': 0.3642189795715233}",20,8,9.28650025695416,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
102,False,"{'a': 0.3, 'e': 0.3605949401730783}",25,16,8.618974208818646,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.3, 'e': 0.3570069605691474}",25,8,-3.645352471482348,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
104,False,"{'a': 0.3, 'e': 0.3534546819587801}",25,18,13.086523226664706,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.3, 'e': 0.3499377491111553}",20,11,-18.886329445741104,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
106,False,"{'a': 0.3, 'e': 0.3464558103300574}",35,20,-14.790711230769043,"{0: 13, 1: 0, 2: 0, 3: 2, 4: 0}",1
107,False,"{'a': 0.3, 'e': 0.34300851741870664}",30,16,26.58375367076291,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.3, 'e': 0.3395955256449391}",20,5,6.613138982129372,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
109,False,"{'a': 0.3, 'e': 0.3362164937067333}",20,0,-23.613014444982664,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
110,False,"{'a': 0.3, 'e': 0.3328710836980795}",30,13,-66.58538901911476,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
111,False,"{'a': 0.3, 'e': 0.32955896107518906}",25,13,19.559016347295824,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.3, 'e': 0.32627979462303947}",30,10,1.4396582275299745,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
113,False,"{'a': 0.3, 'e': 0.3230332564222529}",25,14,2.3569212985987043,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.3, 'e': 0.31981902181630384}",20,12,6.319934905004318,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.3, 'e': 0.31663676937905316}",20,10,5.851346124592979,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
116,False,"{'a': 0.3, 'e': 0.3134861808826053}",30,14,-90.13415658374184,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 2}",1
117,False,"{'a': 0.3, 'e': 0.31036694126548503}",20,12,-33.89242856706333,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
118,False,"{'a': 0.3, 'e': 0.30727873860113125}",25,8,-0.07551432737580654,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
119,False,"{'a': 0.3, 'e': 0.3042212640667041}",20,0,-36.14570502696391,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
120,False,"{'a': 0.3, 'e': 0.30119421191220214}",30,0,-99.21665475599974,"{0: 25, 1: 0, 2: 0, 3: 3, 4: 2}",0
121,False,"{'a': 0.3, 'e': 0.2981972794298874}",30,13,22.463777085028337,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.3, 'e': 0.2952301669240142}",30,11,-4.354361768126139,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
123,False,"{'a': 0.3, 'e': 0.2922925776808594}",20,6,24.51652427135177,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.3, 'e': 0.28938421793905067}",20,7,4.212927669396791,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.3, 'e': 0.2865047968601901}",30,13,-35.540794560233444,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
126,False,"{'a': 0.3, 'e': 0.28365402649977034}",20,0,-22.01116907117296,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
127,False,"{'a': 0.3, 'e': 0.2808316217783798}",30,12,-28.384302585338425,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
128,False,"{'a': 0.3, 'e': 0.27803730045319414}",20,6,16.20912641905425,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.3, 'e': 0.27527078308975234}",20,0,12.34436036858472,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
130,False,"{'a': 0.3, 'e': 0.2725317930340126}",35,20,15.708840466914458,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.3, 'e': 0.2698200563846868}",20,7,21.362050299009837,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.3, 'e': 0.26713530196585034}",20,2,24.073665441276145,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.3, 'e': 0.26447726129982396}",20,3,34.208281850178764,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.3, 'e': 0.261845668580326}",25,13,7.315696294558125,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.3, 'e': 0.2592402606458915}",20,8,2.356156346518186,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.3, 'e': 0.2566607769535559}",20,1,-39.246574215910734,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
137,False,"{'a': 0.3, 'e': 0.25410695955280027}",30,15,14.645182774982468,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.3, 'e': 0.25157855305975646}",20,0,24.770521644564113,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
139,False,"{'a': 0.3, 'e': 0.2490753046316682}",30,0,-76.22636188746041,"{0: 22, 1: 4, 2: 1, 3: 2, 4: 1}",0
140,False,"{'a': 0.3, 'e': 0.24659696394160643}",25,6,-3.134070303755509,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
141,False,"{'a': 0.3, 'e': 0.2441432831534371}",25,14,-16.777695462471115,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
142,False,"{'a': 0.3, 'e': 0.24171401689703648}",20,0,28.038571150418058,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
143,False,"{'a': 0.3, 'e': 0.23930892224375452}",25,7,18.638608521179485,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.3, 'e': 0.2369277586821218}",25,14,20.02647519138532,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.3, 'e': 0.23457028809379768}",20,3,25.71950992557707,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.3, 'e': 0.2322362747297588}",20,5,8.674127468818755,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.3, 'e': 0.22992548518672382}",20,0,-0.8610414300597924,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
148,False,"{'a': 0.3, 'e': 0.2276376883838127}",25,0,-3.4037378344149642,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
149,False,"{'a': 0.3, 'e': 0.22537265553943875}",20,0,-22.449647984946996,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
150,False,"{'a': 0.3, 'e': 0.22313016014842985}",20,12,5.780485822748423,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.3, 'e': 0.2209099779593782}",30,13,7.226251694156959,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
152,False,"{'a': 0.3, 'e': 0.21871188695221477}",20,6,8.841214887990452,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.3, 'e': 0.21653566731600704}",25,5,-53.08850493368413,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
154,False,"{'a': 0.3, 'e': 0.21438110142697797}",20,0,7.764532493499941,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
155,False,"{'a': 0.3, 'e': 0.21224797382674304}",25,2,-72.58717270951536,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 2}",1
156,False,"{'a': 0.3, 'e': 0.21013607120076472}",20,11,15.457182260015436,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.3, 'e': 0.20804518235702046}",25,11,22.56419162791046,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.3, 'e': 0.20597509820488344}",25,7,-15.173795933097388,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
159,False,"{'a': 0.3, 'e': 0.20392561173421342}",25,12,13.327772360546238,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.3, 'e': 0.2018965179946554}",25,8,3.8136217791006195,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
161,False,"{'a': 0.3, 'e': 0.1998876140751445}",30,7,-13.712901475899875,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
162,False,"{'a': 0.3, 'e': 0.19789869908361465}",20,8,23.244668310937655,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.3, 'e': 0.19592957412690934}",25,12,0.671250342877522,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
164,False,"{'a': 0.3, 'e': 0.19398004229089186}",20,5,-24.66380444492478,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
165,False,"{'a': 0.3, 'e': 0.19204990862075408}",35,21,22.738879075393072,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.3, 'e': 0.1901389801015205}",30,0,22.45696787576596,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
167,False,"{'a': 0.3, 'e': 0.18824706563874677}",25,13,15.191157899582366,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.3, 'e': 0.18637397603940997}",20,0,-57.94996502973302,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
169,False,"{'a': 0.3, 'e': 0.18451952399298926}",25,0,-43.764586526865514,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
170,False,"{'a': 0.3, 'e': 0.18268352405273464}",20,0,25.130670353605222,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
171,False,"{'a': 0.3, 'e': 0.18086579261712207}",25,14,-2.637897050318057,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
172,False,"{'a': 0.3, 'e': 0.17906614791149322}",25,18,13.331090704938067,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
